ID,prediction
1-34563040976,0
1-36153818467,0
1-35289032954,0
1-35747853645,0
1-34620402983,0
1-34815474890,0
3-34776410171,0
1-35237250621,0
1-35039549392,0
1-35588085676,0
1-35297158833,0
1-35263474253,0
1-34906559253,0
1-34588600207,0
1-34964862015,0
1-36221177987,0
1-35267009073,0
1-35566637093,0
1-35409942370,0
1-34908635134,0
2-36002220069,0
1-35342602213,0
1-34906811571,0
1-34626712449,0
1-35105682979,0
3-34800931016,0
1-36162349979,0
1-35295263172,0
1-34642772025,0
1-35970835474,0
1-34679634991,0
3-34764729658,0
1-35242111777,0
1-35052291970,0
1-34617369131,0
2-35795591557,0
1-34816303219,0
1-34580120497,0
1-34462608128,0
1-35679204537,0
1-34890104004,0
1-35318394152,0
1-36146810927,0
1-35466534017,0
1-34480603184,0
1-36045395653,0
2-35909523345,0
1-35761379618,0
1-35408074575,0
1-34655258461,0
1-35131600573,0
1-34691238394,0
1-35186417227,0
1-35791513866,0
1-34491272830,0
1-36106535621,0
1-35378805746,0
1-35199166950,0
1-36197753757,0
1-35501918042,0
1-35393261970,0
1-34583609180,0
1-35730087969,0
1-36264234735,0
1-34753929323,0
1-35965914946,0
1-34855905970,0
1-36107042928,0
1-35170570319,0
1-34591861633,0
1-34950326631,0
1-35218013884,0
1-35768314151,0
1-35259976256,0
1-35595533830,0
1-34715438969,0
1-34815222766,0
1-34477750388,0
1-34860601290,0
1-34590631706,0
1-35829740203,0
1-35395124963,0
1-36113472823,0
1-34888398125,0
1-34578249808,0
1-34837566841,0
1-34661015229,0
1-35117463945,0
1-34688042047,0
1-36141350110,0
1-34943138458,0
1-34491604290,0
1-34805076350,0
1-35592565203,0
1-34521190673,0
1-35178516012,0
1-35032386354,0
1-34732503425,0
1-35081183141,0
1-36086378675,0
2-35870270857,0
1-35543092998,0
1-34825522385,0
1-35819934206,0
1-34720511997,0
1-35764389843,0
2-35880009810,0
1-35417579565,0
1-35682384189,0
1-34594890667,0
1-34835009570,0
1-34990675343,0
1-35674999833,0
1-35514545666,0
1-34676682914,0
1-34481621638,0
1-34684483740,0
1-35171348533,0
1-36085455014,0
1-35544904189,0
1-36009685369,0
1-35614759214,0
3-34795379413,0
1-34827194722,0
1-36136165047,0
1-35072949724,0
1-35757991159,0
1-36254281852,0
1-36095884468,0
3-34778979032,0
1-34987156115,0
2-34812466379,0
1-35447120550,0
2-34901077907,0
1-35348275607,0
1-35593901380,0
1-34969285337,0
1-34648906684,0
1-36180305289,0
1-35608591540,0
1-35179055759,0
1-35448952464,0
1-36220638324,0
1-35143144167,0
1-34865910040,0
1-35232981344,0
1-36054614033,0
1-35419306440,0
2-35864865896,0
1-35432121449,0
1-35104350108,0
1-34516070689,0
1-34909269009,0
1-35212593591,0
1-36054349468,0
1-35657558087,0
1-35152484413,0
2-35868350619,0
1-34692060193,0
1-35917007621,0
2-35912001627,0
1-34997281566,0
1-34754139603,0
1-34483910277,0
1-34572974708,0
1-36113594363,0
1-35239389865,0
1-36084970334,0
1-35040697143,0
1-34956103701,0
1-34924580526,0
1-34602353103,0
1-35273431166,0
1-35716310973,0
1-34822974883,0
1-35250987905,0
1-35027728347,0
1-34986805592,0
1-35220482785,0
1-35537081087,0
1-34751296876,0
1-35984065495,0
1-35245005782,0
1-35640296817,0
1-35440341848,0
1-34943231642,0
3-34772232686,0
1-35945020745,0
3-34783082162,0
1-35160465906,0
1-34723433471,0
2-34757653994,0
1-35341268595,0
1-35286423508,0
1-35944500157,0
2-35905957768,0
1-36035099508,0
1-36024215047,0
1-35315496141,0
1-35361466815,0
1-35959046645,0
2-35889496293,0
1-35679862053,0
1-35645250389,0
1-35633341598,0
1-35494287111,0
1-35926060371,0
1-35533436735,0
1-34956083767,0
1-34837172924,0
1-34557279788,0
1-35034556821,0
1-35357970062,0
1-35592093421,0
1-35060481913,0
1-35429936290,0
1-35111429754,0
1-35652270565,0
1-35699028753,0
1-35199085712,0
1-35161349078,0
3-34757864435,0
1-35253401881,0
1-34505175814,0
1-36122030257,0
1-36137653217,0
1-34982146524,0
1-34650569254,0
1-35240130667,0
1-34499694879,0
1-36195944910,0
1-35320078367,0
1-34965922531,0
1-34500700821,0
2-35892192541,0
1-34611250192,0
1-35809877603,0
1-35741262892,0
1-36063632897,0
3-34799828675,0
1-34696310369,0
1-35244495684,0
1-36084955349,0
2-35899098577,0
1-34820900838,0
1-35508453629,0
1-35149441477,0
1-36159663736,0
1-34673853708,0
1-34854459436,0
1-34470129606,0
1-36213795253,0
1-34644891153,0
1-35478206450,0
1-34976973277,0
1-34840556152,0
1-35245740872,0
1-34715435459,0
1-35715649393,0
1-35185809142,0
1-35681717445,0
1-34887511322,0
1-36267628252,0
1-35055353762,0
1-34881457767,0
1-34507791592,0
1-34966508990,0
1-35740150721,0
1-36234373159,0
1-36236080279,0
3-34771720200,0
1-34889098382,0
1-35179675892,0
3-34775376364,0
2-36008452846,0
1-35406162931,0
1-34893527211,0
1-35946998262,0
1-35469960825,0
1-34885276178,0
1-35714234145,0
1-35421040463,0
1-35643485169,0
1-34531587111,0
1-35415243961,0
1-34515074376,0
2-35795212378,0
1-36103024864,0
1-35268104859,0
1-35383365539,0
1-34694052775,0
1-36165175141,0
1-35692165437,0
2-35868551805,0
1-34583438238,0
1-35685955766,0
1-35919096648,0
1-35366754831,0
1-34691024885,0
1-34491327614,0
1-36032773599,0
1-35607679481,0
1-35037213708,0
1-35022676065,0
1-34879068814,0
1-36120970202,0
1-34958513883,0
1-36194761027,0
1-35576759932,0
2-35907419126,0
1-35673515488,0
1-35330342854,0
3-34799340470,0
1-35296464674,0
1-35325819514,0
3-34768511125,0
1-35283922547,0
1-36068099704,0
1-35377449379,0
1-35661481572,0
1-35175925107,0
3-34800556944,0
1-34823530564,0
1-35529267383,0
1-35815550647,0
1-35684006356,0
1-34752628668,0
1-34551806625,0
1-34564356936,0
1-34469679686,0
2-35900328938,0
1-35133558767,0
1-35413217650,0
1-35534640875,0
1-35367086365,0
2-35901553208,0
1-35195483214,0
1-34478264155,0
1-35682706142,0
1-35728894807,0
1-35824908804,0
1-35809589368,0
1-35689226678,0
1-34932325281,0
1-35943837908,0
3-34799500790,0
1-35773758610,0
1-36136803957,0
2-35866483989,0
1-35545631269,0
1-34992870493,0
1-35952279443,0
2-35897987825,0
1-35038059005,0
1-35831695465,0
1-35499269716,0
1-35622957595,0
1-34865937845,0
1-34682232587,0
1-36082782088,0
1-35226842886,0
3-34799823249,0
1-35348010827,0
1-35096411593,0
1-36130519203,0
1-35094846263,0
1-35960068203,0
1-35426356954,0
1-35109935565,0
1-34572556900,0
1-35316558072,0
1-34952138600,0
1-34597694306,0
2-35870419468,0
2-35900802669,0
1-36070272721,0
1-36213764196,0
1-34932321686,0
1-34979512617,0
1-34607963114,0
1-35314212922,0
1-35345916038,0
1-35342117542,0
1-34939077230,0
1-34902695392,0
1-34530625496,0
1-35665046073,0
1-35536992014,0
1-35540312229,0
2-35241851275,0
1-35411581560,0
1-36284359016,0
3-34800915732,0
1-35222151569,0
1-36078032883,0
1-35127464037,0
1-34638847003,0
1-35131698245,0
1-36275266715,0
1-35091240122,0
1-36161825707,0
1-34568033593,0
1-35040622192,0
1-35280559685,0
1-35387602262,0
1-34861745148,0
1-35672049783,0
1-35302187107,0
1-35544355076,0
2-35894066328,0
1-36127361369,0
1-35069455892,0
2-34785807411,0
1-36171619098,0
1-35423600322,0
2-34521777924,0
1-35320222053,0
1-34961670610,0
1-35053255148,0
3-34801424690,0
2-35530512404,0
1-36040367786,0
1-35246353314,0
1-36117500952,0
1-34827012596,0
1-35586368489,0
1-35133169615,0
1-35414172729,0
1-35523318130,0
1-35046309777,0
1-34829975284,0
3-34774993838,0
1-36049605822,0
1-36188722179,0
2-35906884222,0
1-34751627751,0
1-36145589860,0
1-35185305768,0
1-35662196935,0
1-35098245085,0
1-35101822561,0
1-36127467853,0
1-34833634964,0
1-36059671586,0
1-36199890472,0
1-34535536152,0
1-35452379526,0
1-35000301490,0
1-34920495004,0
1-34850445327,0
1-34892085199,0
1-34527439142,0
1-34842069099,0
1-35564233633,0
3-34779680115,0
1-34485000004,0
1-35307236441,0
1-35309211048,0
1-34615666742,0
1-36250245432,0
2-34955185456,0
1-34585132194,0
1-35398512677,0
1-34651249000,0
1-35956500941,0
1-35638800042,0
1-36029728762,0
1-34914701503,0
1-35529573211,0
3-34783542596,0
1-34837496004,0
1-34854527834,0
3-34758877339,0
1-34633243827,0
1-35596922936,0
1-34904913830,0
1-36052978119,0
1-35064622252,0
1-35580598293,0
1-35260420327,0
2-35870010506,0
1-34898031699,0
1-35151899279,0
1-34964808453,0
1-35719357156,0
3-34764773514,0
1-35256523549,0
1-34549025011,0
1-35047537036,0
1-34750626560,0
1-35746199568,0
1-34576379008,0
1-34970864946,0
1-35012144238,0
1-34940120790,0
1-36214237825,0
1-34753967492,0
1-34753626217,0
1-34541967701,0
1-36274539195,0
1-34708965955,0
1-35512621585,0
1-36229865928,0
1-34715669273,0
2-35888609192,0
1-36127720186,0
1-35833423330,0
1-34536764953,0
1-36122590909,0
1-34581235656,0
1-34482827897,0
3-34768018100,0
1-35231239178,0
1-35571530205,0
1-35061577997,0
1-34672873671,0
2-34808881916,0
1-34649736898,0
1-35365031788,0
1-35844257751,0
3-34764230360,0
1-36146056868,0
1-36261878491,0
1-35932890212,0
1-34892533412,0
1-35225867254,0
1-36224635192,0
1-34546345922,0
1-34668905202,0
1-34940141366,0
1-34888325528,0
1-34709023747,0
1-36012734362,0
1-36097050436,0
1-35783982126,0
1-35026941348,0
1-35464988946,0
2-35911331026,0
1-35486690511,0
1-34604026654,0
1-34960835353,0
1-35544424060,0
1-35682813420,0
1-35468751367,0
1-36187557836,0
2-34786737799,0
2-35968042242,0
1-35235690369,0
1-34492602777,0
1-35558194746,0
1-35991884320,0
1-34955756318,0
1-35540280616,0
2-35977372684,0
1-35141336520,0
1-35944682271,0
3-34795957053,0
3-34772927383,0
1-34846499877,0
1-35740899569,0
1-35250656797,0
1-35293071548,0
1-35590795898,0
1-35029245420,0
1-35439144683,0
1-35767540188,0
1-34850980605,0
1-36162497398,0
1-35625617144,0
1-35126193512,0
1-35181100412,0
1-35839363027,0
1-34546079061,0
1-36004370758,0
1-34662841824,0
1-34575525139,0
1-35759909502,0
1-35931100765,0
1-34878245984,0
1-34965227847,0
1-34894766842,0
1-34975122291,0
1-35714723263,0
1-36251970203,0
1-35323561004,0
1-34601821780,0
1-35058666781,0
1-34613266295,0
1-35525954437,0
1-34954737579,0
2-35878187054,0
1-35140089844,0
1-34749347838,0
1-35483541364,0
1-35539040803,0
1-36167821675,0
1-35044157389,0
1-35585228602,0
1-34683410459,0
1-35579902135,0
1-36071432010,0
1-35335226367,0
1-34927234893,0
1-34467605920,0
1-35543282933,0
1-34982528655,0
1-35183741593,0
2-35860576567,0
1-36197654280,0
1-36077511794,0
1-34957992575,0
1-36051886270,0
1-35134793397,0
1-34989722290,0
1-35371601481,0
1-35539009519,0
1-36045855899,0
3-34777424022,0
1-36030240838,0
1-34656305564,0
1-35243923532,0
1-36178208670,0
1-35482800063,0
1-36151627421,0
1-35422008818,0
1-34733211938,0
1-35958038588,0
1-36218298988,0
1-35217514972,0
1-34693405308,0
1-35995333775,0
1-35682616764,0
1-34498405490,0
1-34836328653,0
1-35032638498,0
1-34521333638,0
1-35917694086,0
1-36248115937,0
1-34953757556,0
1-34670459022,0
1-36010750764,0
1-35524684649,0
1-35431800486,0
1-35077385447,0
1-35033753123,0
1-35266936552,0
1-35975956168,0
1-36090617502,0
1-34630307867,0
1-34729952333,0
2-34737466249,0
1-34943021513,0
1-35300547544,0
1-35848235698,0
3-35331968773,0
1-36028905628,0
1-35922037232,0
1-35515287420,0
1-35003485158,0
1-35282202881,0
1-34537114768,0
1-36017678919,0
2-34784880103,0
1-35086536132,0
1-35583174735,0
1-35026977560,0
1-34463316805,0
1-34563563043,0
1-34572085084,0
1-35552723744,0
1-34881688525,0
3-34764578908,0
1-35567720902,0
3-34797078349,0
1-35007917484,0
3-34788595504,0
1-34558746434,0
1-34647036911,0
1-35726567332,0
1-35646991250,0
1-34720419532,0
1-34871258354,0
1-35972413594,0
1-35707364798,0
1-34466761846,0
1-35252126819,0
1-35121232138,0
1-35273718904,0
1-34519850805,0
1-34854481125,0
1-35687886501,0
2-35864772601,0
1-35393064848,0
1-36203339388,0
1-35020909208,0
1-35268095364,0
1-34695850688,0
1-34948818913,0
1-35922679157,0
3-34785379503,0
1-35330598879,0
1-35685318861,0
1-35748884663,0
1-36252931141,0
1-35451767881,0
1-35220588686,0
1-35292300281,0
3-34776813403,0
1-36073888196,0
2-35978090602,0
1-34957906193,0
1-35406718138,0
1-35758112965,0
1-34535121172,0
1-34964058287,0
1-35247251865,0
1-34975393365,0
1-35160877569,0
1-35582530299,0
1-34621293596,0
1-35219765674,0
1-35126342633,0
1-35211813225,0
1-35789244069,0
1-36044124434,0
1-34543789863,0
1-35155985847,0
1-35953761032,0
1-35177178045,0
1-36051196988,0
1-34539317228,0
1-35995789327,0
1-36277091719,0
1-35943301389,0
1-35057893957,0
1-35078966192,0
1-35563745901,0
1-35811870184,0
1-34696364288,0
1-35420581512,0
1-35183508256,0
1-34508436455,0
1-35466884434,0
1-35048952820,0
1-36254379022,0
1-35739166161,0
1-35098041856,0
1-35216316507,0
1-34732398731,0
1-35965789140,0
1-35001567563,0
1-35290761681,0
1-35347056696,0
1-34944920832,0
1-35831083060,0
1-34469379099,0
2-34740227557,0
1-35559638528,0
1-35679981826,0
1-34644497336,0
1-34492375131,0
1-34493097501,0
1-34950851170,0
1-35467212708,0
1-34491290269,0
1-35160108678,0
1-35090953621,0
2-35858318207,0
1-35268065500,0
2-34787221702,0
1-36219258202,0
1-36255584317,0
1-35848222811,0
1-35681030433,0
1-34694198368,0
1-35819281480,0
2-36003102052,0
1-35767435629,0
1-35653451400,0
1-34713251222,0
2-35885556605,0
2-35798568499,0
1-35972000835,0
1-35005979827,0
1-35306310245,0
1-35234438952,0
1-35772915489,0
1-35546681554,0
1-35574344375,0
1-35079199562,0
1-34970830702,0
1-35411490412,0
1-35435065110,0
3-34801002367,0
1-35730134760,0
1-35608409139,0
1-35766034417,0
1-35249703843,0
1-35550929039,0
1-34914524714,0
1-35220314656,0
1-34882511256,0
1-35516902975,0
1-35222495164,0
1-34483646678,0
2-35795434955,0
1-35314411296,0
1-34856127576,0
1-34990410537,0
1-34558774502,0
1-35924126752,0
1-35712616062,0
1-36214586202,0
1-35544198496,0
2-34787033503,0
1-36083680094,0
1-35478208378,0
1-34654542011,0
1-34580891081,0
1-35533228195,0
1-35166264677,0
1-35936154240,0
1-35466252618,0
1-35498128523,0
1-35111941249,0
1-34940752775,0
1-34937018134,0
1-34883229372,0
1-35938344274,0
1-35540362139,0
1-34658629555,0
1-35840004621,0
1-35778189365,0
1-35511178434,0
1-35770746060,0
1-35439961713,0
1-35392360765,0
1-36115678401,0
1-34655245629,0
1-35157490180,0
1-34696870404,0
1-34848533926,0
1-36118103754,0
1-35846618220,0
3-34773983961,0
3-34781638671,0
1-35656625586,0
1-35144896884,0
1-34485970216,0
2-36229036562,0
1-34896086504,0
1-35929751201,0
1-34537488951,0
1-34906078830,0
1-35216754449,0
1-35706108065,0
1-35693170067,0
1-35918895435,0
2-35799840779,0
1-34998323473,0
1-35162367199,0
1-36075980660,0
1-34870921309,0
1-34879326386,0
1-35141117724,0
1-34878556031,0
1-35688356174,0
1-35678175194,0
1-34888284927,0
1-35985739084,0
1-35516034337,0
1-35811345829,0
1-35843020613,0
1-34688871189,0
1-35726868954,0
1-35035618615,0
1-35923227319,0
1-35739703860,0
1-35140220657,0
1-34942296746,0
1-34750316866,0
1-35060034387,0
2-35864339350,0
1-34486123210,0
1-36110445809,0
1-35112999131,0
1-35589512653,0
2-35865595932,0
1-35116371531,0
1-34600484826,0
3-34762968522,0
1-35538236026,0
1-35303416559,0
1-34501889553,0
1-35112701981,0
1-34479232306,0
1-35264824340,0
1-35561914248,0
1-34642771344,0
2-35241870487,0
2-35982897225,0
1-35754707701,0
1-34885084938,0
1-35030083215,0
1-34485451077,0
2-35891365063,0
1-35510009531,0
1-34633701997,0
1-35929143723,0
1-34945190454,0
1-34717299934,0
1-35478312272,0
1-34917059031,0
1-35527060048,0
1-34504965147,0
1-34814782639,0
1-36204464286,0
1-35437373142,0
2-35875492629,0
1-35663213024,0
3-34779138050,0
1-34722856869,0
1-35527404272,0
1-35516262882,0
1-35320967817,0
1-36104257100,0
1-35166746801,0
1-35347652420,0
2-35884009544,0
1-35379179589,0
1-34540883450,0
1-34827362532,0
1-35778092785,0
1-34953613781,0
1-35582288989,0
1-35194722465,0
1-35245328643,0
1-35204219955,0
1-34827168187,0
1-35699122993,0
1-36118663985,0
1-35235888902,0
1-35533038939,0
1-35483956787,0
3-34799051082,0
1-35381848589,0
1-35141010899,0
1-35621485085,0
1-36277003565,0
1-35701968554,0
1-35077855719,0
1-35642466671,0
1-35570431672,0
1-35117556744,0
1-34653275629,0
1-34994655877,0
1-35116883729,0
1-35205491751,0
1-36157519496,0
1-35258639059,0
1-35511841510,0
1-35605574058,0
1-34685783183,0
1-34993663046,0
1-35708304680,0
1-34858364203,0
1-35475201480,0
1-34911754460,0
2-34786973930,0
1-34952742812,0
1-34484988449,0
1-34927775312,0
1-34727412824,0
1-36021216556,0
1-35102410589,0
1-35440207070,0
1-35463926529,0
1-35134103875,0
2-34811413760,0
1-35267523876,0
1-34995547257,0
1-35267510959,0
1-34534753184,0
1-35284319902,0
1-35456349044,0
1-35818322273,0
1-35295837852,0
1-34501179476,0
1-35607391006,0
1-35311562644,0
1-34921950619,0
1-35207093808,0
1-35463756877,0
1-35234476461,0
1-35552370994,0
1-34552455976,0
1-35180919746,0
1-35391659213,0
1-36097941006,0
2-35221558854,0
2-35913823816,0
1-35126343541,0
1-36274620795,0
1-36224521447,0
1-34742393372,0
2-36003731123,0
1-34534782729,0
3-34768622400,0
1-35046650487,0
1-34980272744,0
3-34775680458,0
1-35294612909,0
1-35055675057,0
2-35962839883,0
1-34512895683,0
1-35230887086,0
1-34827945540,0
1-35635582292,0
1-35522840087,0
1-35364122077,0
1-35095736028,0
3-34762652720,0
2-35745252155,0
1-34709091212,0
1-34684486386,0
1-35849789817,0
1-35777047923,0
1-35494361830,0
1-35501421715,0
1-35779783201,0
1-35267532101,0
1-34474144669,0
1-36224400171,0
1-36072754269,0
1-36169321192,0
1-35640650600,0
1-35513607893,0
1-36162285131,0
1-34820557798,0
1-35760462364,0
1-34612253607,0
1-34728347520,0
1-35408169162,0
1-35581356931,0
1-34834822537,0
1-34946728559,0
1-35934729544,0
1-35425284057,0
1-34718240084,0
1-35250939116,0
3-34763659938,0
1-35536766825,0
1-36071953050,0
1-34715162659,0
1-34462307712,0
1-34719567049,0
1-34933846465,0
1-35251856794,0
1-34562802770,0
1-35790353782,0
1-35958187393,0
3-34771238226,0
1-34746357556,0
1-34619913872,0
1-35122565826,0
1-36273130087,0
1-35717304950,0
1-35716530803,0
1-35104723253,0
1-34633523988,0
1-36286559901,0
1-34578180878,0
1-34611050890,0
1-34688261382,0
1-34982230309,0
1-35716808531,0
1-36271854308,0
1-35585780189,0
1-34975698693,0
1-36082388914,0
1-35105764979,0
1-35969093631,0
1-34861399025,0
1-35168383791,0
1-35281031766,0
1-35193269487,0
1-34729380744,0
1-34653057063,0
1-35068236291,0
1-34833235164,0
1-35918431714,0
2-35866944752,0
2-34741253789,0
1-34542392510,0
1-35774902780,0
3-34763476609,0
1-36190910504,0
1-35672808172,0
1-35000435532,0
1-35851258347,0
1-34855955231,0
1-34923197605,0
1-35329050289,0
1-35738652973,0
1-35160161617,0
1-36186713190,0
1-35317757953,0
1-35661303057,0
1-35565707879,0
1-36126321385,0
1-35177688593,0
1-35024089392,0
1-34913477686,0
1-35154286725,0
1-34492699763,0
1-35267212097,0
1-35201553618,0
1-34556367762,0
1-35482612386,0
2-35867909378,0
1-35953179958,0
1-36192353733,0
1-34544770737,0
1-35024425595,0
1-34840472395,0
1-35626759728,0
1-35634491404,0
1-36126735141,0
2-35853470178,0
1-36177380034,0
1-35759644004,0
1-34571305382,0
1-35494930891,0
1-35757480899,0
1-35245297364,0
1-35365590502,0
1-35343407677,0
1-35386442089,0
1-34475156476,0
1-35556096486,0
1-35318425562,0
1-34578541764,0
1-35079345796,0
1-35251229362,0
1-36131320297,0
1-34535445696,0
1-35161540661,0
1-34672640978,0
1-35082399565,0
1-34531243643,0
1-34912833834,0
1-36062194064,0
1-35299890504,0
1-35129918467,0
1-35951357478,0
1-35671696091,0
1-35437126758,0
2-35795425900,0
1-35133652403,0
1-35058066883,0
2-35734000984,0
3-34799806522,0
1-35694072879,0
1-34732240402,0
1-35728011546,0
1-36172094031,0
1-35445562639,0
1-35024474948,0
1-35404605666,0
1-34615382749,0
1-35015712496,0
1-36021336915,0
1-34916710713,0
1-34745166851,0
1-35419964704,0
1-35137922972,0
1-36274965059,0
1-35071809990,0
2-35797815526,0
1-35161456470,0
1-35125589522,0
1-36130589992,0
1-35007975833,0
1-34600508653,0
1-35431020940,0
1-35183860990,0
2-34985044498,0
1-34508186105,0
1-34960974680,0
1-35782292628,0
1-35773094044,0
1-34817344976,0
1-35098848488,0
1-35080375671,0
3-34774798703,0
1-34685267099,0
1-34745738253,0
1-36183967807,0
2-34783963092,0
1-34643690417,0
1-34859988016,0
1-35158974215,0
1-35518506847,0
1-35491189918,0
1-36232409051,0
1-34857450779,0
1-34643135120,0
1-34627048276,0
1-35412576715,0
2-35890647576,0
1-35122503454,0
2-35895111485,0
1-36200573017,0
1-34837357504,0
1-36191332097,0
1-35834035831,0
2-34741259027,0
1-35588223602,0
1-34875110788,0
1-34494937106,0
1-34588199323,0
1-35334884170,0
1-36222982029,0
2-35733517561,0
1-35937361098,0
1-35668512771,0
1-34829465206,0
1-34999306346,0
1-36181896658,0
1-34707999424,0
1-35235012832,0
2-35908518571,0
1-36185650933,0
1-35496490956,0
1-35019019169,0
1-35282957743,0
2-35976989788,0
1-35576320245,0
1-36239021138,0
1-35370942856,0
1-34551580182,0
1-35612018237,0
1-35515599003,0
3-34788801847,0
1-34888026014,0
1-34878304184,0
1-34934066409,0
2-36228242480,0
1-35124111145,0
3-34794969159,0
1-34949533095,0
1-35011226619,0
1-35286112381,0
1-36217840718,0
1-34909248852,0
1-35031246005,0
1-34991958317,0
1-34987914740,0
2-36005863729,0
1-36193322509,0
2-35903267859,0
1-35971640632,0
1-35266367810,0
1-35785042301,0
1-34609460017,0
1-35714884654,0
1-34506130322,0
1-36104139699,0
1-35784797190,0
2-35906513058,0
1-35272905852,0
1-35721221099,0
1-36199334044,0
1-34568479038,0
1-34517688633,0
1-36267753931,0
1-35013132402,0
1-35044956792,0
1-35050859922,0
1-35525437263,0
1-34891451240,0
1-36089209989,0
1-35727259306,0
2-35804447167,0
1-34967618549,0
1-35678856044,0
1-35568851925,0
1-35523676262,0
1-35052312952,0
1-34932443390,0
1-34951177120,0
1-35472451047,0
1-35590092139,0
1-35588118073,0
1-34725411294,0
1-34835221321,0
1-34619232419,0
1-34715170263,0
1-36162604074,0
1-36209752994,0
2-34722823353,0
1-34675639484,0
1-34829056370,0
2-35876982855,0
1-34541543691,0
1-36108197406,0
3-35269261475,0
2-35610620780,0
1-35192071084,0
1-35412825351,0
3-34799200205,0
1-34742957909,0
1-35960709419,0
1-35265405953,0
3-34774682200,0
1-35532924516,0
1-34673191709,0
1-34855689148,0
1-34911540309,0
1-35054267974,0
1-35449884179,0
1-34828094661,0
3-34768607868,0
1-35167556859,0
1-35184885237,0
1-34821082716,0
2-36091383623,0
1-35326632256,0
1-34714400903,0
1-36260205016,0
1-35317730693,0
1-34918338853,0
1-34728328599,0
1-35249901845,0
1-35503360495,0
1-35390930179,0
1-35324575174,0
1-35515804870,0
1-34969135590,0
1-35545707925,0
1-34585815658,0
1-35001067072,0
1-34916828184,0
1-36243293686,0
1-35455201877,0
1-35759924697,0
1-35970585666,0
1-35792178681,0
1-35551006134,0
1-35936158915,0
1-35621184944,0
1-34910696885,0
1-35098754378,0
1-36283699211,0
1-35279371944,0
1-35448710243,0
1-35162694279,0
1-34711813598,0
1-34537276386,0
1-35492014595,0
1-36284922484,0
3-35387646182,0
2-34740862917,0
1-35340169211,0
1-35206174397,0
1-35712769827,0
1-35184968922,0
1-34832281920,0
1-35502306582,0
1-35196121600,0
1-36121394417,0
2-35624797036,0
1-34875080943,0
3-34785237701,0
1-35743395791,0
1-36068748630,0
1-35192879292,0
1-34713171577,0
1-35760859970,0
1-36152329466,0
1-36053633770,0
1-34895847588,0
1-35264561462,0
1-35038680046,0
1-35151020871,0
1-35942891081,0
2-34784483965,1
1-35222609315,0
1-35451520945,0
1-35384054758,0
1-34983051194,0
2-34740422926,0
1-35674213332,0
1-35630864640,0
1-35655695523,0
1-35168898657,0
1-34675049739,0
1-35314242426,0
1-35568718832,0
1-35537513435,0
1-34557362899,0
1-35635602485,0
1-34523905571,0
1-35106733106,0
2-35799237695,0
1-35539485270,0
1-35028141681,0
1-35572446934,0
1-35342412264,0
1-35330492407,0
1-35444178666,0
1-35743819914,0
1-35171430319,0
1-34744533961,0
1-35921119526,0
1-34977197722,0
3-34783831268,0
1-35144599755,0
2-35915394663,0
1-35779058173,0
2-35904717819,0
1-36117434671,0
1-35957411050,0
2-35993306080,0
1-34469682111,0
1-35515239782,0
1-35809667744,0
1-35011536058,0
1-34726906672,0
1-36095850021,0
1-35737935896,0
2-35891449854,0
2-35798199207,1
1-34497956011,0
1-34909744427,0
1-35381333853,0
2-34812451976,0
1-34871250131,0
1-35019147951,0
1-36282457705,0
1-35718599215,0
1-35552971026,0
1-35201328342,0
1-34964683104,0
2-34722906667,0
1-35227245345,0
1-35053743251,0
1-36016133495,0
1-36016475895,0
1-35954962106,0
1-35010212319,0
1-35177104152,0
1-34538082464,0
1-35598274267,0
1-35747010508,0
1-35325672429,0
1-35389665842,0
1-36150970812,0
2-34976657573,0
1-34931324301,0
1-34716818630,0
1-34896030825,0
1-35987187506,0
1-34674109832,0
1-34920359077,0
2-35732016627,0
1-35471533256,0
1-34658980483,0
1-34848333667,0
2-35733273638,0
1-35923838115,0
1-34833201850,0
2-35896036419,0
3-34788804122,0
1-35169983788,0
1-35840536970,0
1-35190744356,0
1-34687265623,0
1-35404726810,0
1-35246338167,0
1-35535552330,0
1-34941843684,0
1-35922662269,0
1-34466811381,0
1-35966985993,0
1-34856982695,0
1-35689055828,0
1-35964333914,0
1-36046155817,0
1-35997554127,0
1-35949893843,0
1-35652078266,0
1-34493598576,0
1-35436404570,0
1-34646935596,0
1-36185201711,0
1-35850465781,0
1-34591238818,0
1-35350041206,0
1-36281248134,0
1-35211538773,0
1-34859161733,0
1-34504629834,0
1-35195697324,0
1-36112851179,0
1-34628245063,0
1-34685357541,0
1-36099146291,0
1-34968181413,0
1-35525961868,0
1-35314046919,0
1-36088436373,0
1-34557147199,0
1-35402672085,0
1-35606032838,0
1-35374065661,0
1-35984836967,0
1-34693289285,0
1-35078225463,0
1-36071149481,0
1-35601462838,0
1-35656352987,0
1-35108921128,0
1-35698864089,0
1-35445563484,0
1-34663347161,0
2-35895955870,0
1-34937113696,0
1-35541688600,0
1-34930818726,0
1-36048220549,0
1-35999091857,0
1-35725655788,0
1-36265644743,0
1-35967187869,0
1-34467151859,0
1-35090047756,0
1-35035359913,0
1-34464201830,0
1-35002622781,0
1-35715177760,0
1-35350360233,0
1-35420097998,0
1-35779885024,0
1-34577820301,0
3-34800686807,0
1-35419334788,0
1-34640650730,0
1-35129080340,0
1-35273325627,0
1-35651178256,0
1-35584141146,0
2-35853209501,0
1-36116350794,0
